"type","request_number","date","year","month","block","description","lon","lat"
"Agency Assists","11-00039662","Jan 09, 2011",2011,1,"7500 N PAULINA ST, Chicago, Illinois","COYOTE ON CTA RED LINE TRACKS",-87.6731288,42.0184257
"Agency Assists","11-03762917","Sep 11, 2011",2011,9,"400 E 130TH ST, Chicago, Illinois","coyote sighted in area - cpd stopped acc in field",-87.6074618,41.6592731
"Agency Assists","12-00151810","Feb 03, 2012",2012,2,"1100 S MORGAN ST, Chicago, Illinois","cpd has coyote confined at this location - cpd",-87.6516484,41.8684225
"Agency Assists","12-00316424","Feb 22, 2012",2012,2,"300 W 35TH ST, Chicago, Illinois","cpd commander on scene with coyote - cpd",-87.6348928,41.8309172
"Agency Assists","12-01902836","Nov 16, 2012",2012,11,"600 W 73RD ST, Chicago, Illinois","beat 732 in park @ coyote layng in park appears injured - cpd",-87.6400028,41.7616612
"Agency Assists","13-00029395","Jan 08, 2013",2013,1,"9700 S BEVERLY AVE, Chicago, Illinois","wolf or coyote in backyard - cpd",-87.6617099,41.717495
"Agency Assists","13-00324000","Mar 22, 2013",2013,3,"9500 S COTTAGE GROVE AVE, Chicago, Illinois","coyote - coyote cpd has confined in playlot of a university",-87.6047711,41.7165497
"Agency Assists","13-01253034","Aug 30, 2013",2013,8,"3300 N CAMPBELL AVE, Chicago, Illinois","***Coyote sighting near school grounds CPD on scene requesting assistance-possibly ill",-87.6920097,41.9417837
"Agency Assists","13-01836476","Dec 11, 2013",2013,12,"2800 W 51ST ST, Chicago, Illinois","cpd with coyote trapped in lot - cpd",-87.6940092,41.8009847
"Animal Abandoned","12-00035436","Jan 09, 2012",2012,1,"7800 S INGLESIDE AVE, Chicago, Illinois","Other - Other per resident they spotted a coyote",-87.6016063,41.7531189
"Animal Abandoned","13-00539058","May 06, 2013",2013,5,"5500 N CALIFORNIA AVE, Chicago, Illinois","Coyote spotted last night in the residents yard - Other - Yard  I had to enter this I know this is the wrong description but there is not a selection for a wild animal",-87.6991011,41.9812969
"Animal Bite","13-01289338","Sep 04, 2013",2013,9,"6700 S 71ST ST ER, Chicago, Illinois","MCCALLUM#6850 - Dog - BITE L.LEG - SEP 3, 2013 - 10:45 PM -  - Dog - Human - Male - 61 - Female - Coyote - Male - Brown - Large - MCCALLUM#6850 - DOG NOT ON LISH - SEP 03 2013 2330 - P004333076 7-12-030 - MCCALLUM#6850 - WC",-87.5926201,41.7660013
"Animal Fighting","11-00149109","Jan 31, 2011",2011,1,"2800 W BALMORAL AVE, Chicago, Illinois",".Other  This   request is for Coyotes they are in the back of this address there isn""t any alleys  but there is alot of brush in that area and the residents have seen the paw prints of the animals this has been going on for a week can you please have some tranquilize them neighbors are worried. This is happening in the early hours of the morning, The  Alderman has also seen them  a few blocks away.




",-87.6990331,41.9794663
"Animal Fighting","13-01411325","Sep 23, 2013",2013,9,"9900 S COMMERCIAL AVE, Chicago, Illinois","Other - coyote fighting - in alley",-87.551413,41.715299
"Animal Trap Request","11-00207133","Feb 08, 2011",2011,2,"9200 S WINCHESTER AVE, Chicago, Illinois","caller states that 2 coyotes were about to approach his son 11pm and he chased them away he fears for the small children in the ward.",-87.6716362,41.7262918
"Animal Trap Request","11-02586324","Jun 06, 2011",2011,6,"1400 N OGDEN AVE, Chicago, Illinois","2 coyotes have been seen in the area for several weeks",-87.6462585,41.9070042
"Dangerous Dog","12-01979154","Dec 08, 2012",2012,12,"3400 W 60TH ST, Chicago, Illinois","Bite Report - 1201926116 - Coyote - German Shepherd Dog",-87.7083711,41.7845392
"Injured Animal","11-00237247","Feb 10, 2011",2011,2,"6400 N CALDWELL AVE, Chicago, Illinois","Street - LEGS WERE INJURED - LARGE DOG OR COYOTE",-87.7674381,41.9976508
"Injured Animal","11-00276807","Feb 17, 2011",2011,2,"6400 W BRYN MAWR AVE, Chicago, Illinois","Other - COYOTE - INJURED  PAW LIMPING TAFT H.S. FOOTBALL FIELD",-87.7877568,41.9829088
"Injured Animal","11-00302105","Feb 22, 2011",2011,2,"9900 S SEELEY AVE, Chicago, Illinois","inj coyote under car",-87.673697,41.7135989
"Injured Animal","11-00346726","Mar 01, 2011",2011,3,"4000 N CUMBERLAND AVE, Chicago, Illinois","Street - coyote - hit by car on Irving here to River Rd.",-87.8368456,41.9521317
"Injured Animal","11-00449731","Mar 20, 2011",2011,3,"2300 S LAKE SHORE DR, Chicago, Illinois","Street - coyote - hit by car-NB lane, just south of 31st street",-87.6160059,41.8564181
"Injured Animal","11-00454700","Mar 21, 2011",2011,3,"1600 N LAKE SHORE DR, Chicago, Illinois","Other - coyote - broken leg or something is broken--animal location is the bridge over the park on north ave and lake shore drive",-87.624879,41.9140678
"Injured Animal","11-01005311","Apr 21, 2011",2011,4,"200 W FULLERTON DR, Chicago, Illinois","on fullerton  between cannon and stockton - Street - coyote - broken leg",-87.634466,41.9256972
"Injured Animal","11-01017621","Apr 21, 2011",2011,4,"9100 S MACKINAW AVE, Chicago, Illinois","Street - COYOTE - hit by auto - runs towards lake -[by bridge area on east 91st STreet]",-87.5429025,41.7301582
"Injured Animal","11-01530946","May 08, 2011",2011,5,"500 W BLACKHAWK ST, Chicago, Illinois","Street - coyote  near north metropolitan high school blackhawk & larrabee - lethargic",-87.6413425,41.9093108
"Injured Animal","11-01634787","May 11, 2011",2011,5,"1700 N MOHAWK ST, Chicago, Illinois","Sidewalk - coyote/large/brown-gray/mangy looking - looks sickly - N/A",-87.6422751,41.9128162
"Injured Animal","11-01634845","May 11, 2011",2011,5,"1600 N MOHAWK ST, Chicago, Illinois","Sidewalk - coyote/large/gray-brown - looks sickly - N/A - N/A - ON CORNER OF MOHAWK/NORTH",-87.6422299,41.9111335
"Injured Animal","11-01634915","May 11, 2011",2011,5,"500 W BLACKHAWK ST, Chicago, Illinois","Sidewalk - coyote/medium/gray-brown - looks sick - N/A - LAST SEEN AT BLACKHAWK/LARRABEE",-87.6413425,41.9093108
"Injured Animal","11-01702617","May 13, 2011",2011,5,"2200 W 111TH ST, Chicago, Illinois","Other - coyote - Back yard - don't know what is wrong with coyote/fox - laying under balcony behind address",-87.6765485,41.6921996
"Injured Animal","11-02297554","May 30, 2011",2011,5,"3200 S INDIANA AVE, Chicago, Illinois","Other - COYOTE - BROKEN LEG",-87.621864,41.8365155
"Injured Animal","11-02505648","Jun 04, 2011",2011,6,"6200 S CHAMPLAIN AVE, Chicago, Illinois","OTHER/WOLF - Non Pet Animals Owned (goats, chickens, pigs, etc) - 1-WEEK OLD WOLF OR COYOTE - Front yard - BABY WOLF OR COYOTE - NEWBORN",-87.609965,41.781996
"Injured Animal","11-02623745","Jun 07, 2011",2011,6,"10100 S BISHOP FORD 103RD ST STONY ER, Chicago, Illinois","coyote near 111th street on bishop ford - coyote",-87.5890347,41.6600965
"Injured Animal","11-03127868","Jun 20, 2011",2011,6,"400 E 32ND ST, Chicago, Illinois","Back yard. caller lives in apt. complex: Lake meadows. the closed in  area is considered shared back yard for residents - looked like fox(but the thought is a coyote) - back , right leg was seemingly very hurt: severe limp",-87.615104,41.836487
"Injured Animal","11-03323035","Jul 07, 2011",2011,7,"2000 W 110TH ST, Chicago, Illinois","Back yard - Coyote - sickly not sure what's wrong with it but is very skinny, right now inside backyard at but goes back and forth from this address front porch to backyard of neighbor",-87.6715895,41.6944019
"Injured Animal","11-03323807","Jul 08, 2011",2011,7,"5100 W FOSTER AVE, Chicago, Illinois","COYOT - Street - COYOTE - LYING DOWN IN STREET, BLEEDING - POSSUM (?)",-87.7555555,41.9754237
"Injured Animal","11-03365354","Jul 13, 2011",2011,7,"1100 W DIVISION ST, Chicago, Illinois","Other - baby coyote - on 4th floor of car dealership",-87.6554522,41.9034809
"Injured Animal","11-03605229","Aug 16, 2011",2011,8,"11500 S LONGWOOD DR, Chicago, Illinois","COME UP LONGWOOD AND GO UP THE HILL - BABY COYOTE  SKINNY - WALKING AROUND  THE AREA - MIGHT SEE THE MOTHER AT THE ABOVE INFO GIVEN",-87.6738126,41.6845439
"Injured Animal","11-03698788","Aug 31, 2011",2011,8,"11100 S HOYNE AVE, Chicago, Illinois","Sidewalk - baby coyote - hit by car in front of library",-87.6740325,41.6918808
"Injured Animal","11-03802520","Sep 17, 2011",2011,9,"11600 S VINCENNES AVE, Chicago, Illinois","Front yard - COYOTE PUP - LOOKS SICK AND INJURED",-87.6687277,41.6833906
"Injured Animal","11-03811204","Sep 19, 2011",2011,9,"10800 S CALIFORNIA AVE, Chicago, Illinois","Other - coyote - broken back leg - laying in cemetary -- been roaming in cemetary for 1 month - coyote loosing weight , very skinny -- laying against fence of cemetary on 108th st",-87.6911268,41.6971416
"Injured Animal","11-03818781","Sep 20, 2011",2011,9,"11400 S HOMEWOOD AVE, Chicago, Illinois","Street - COYOTE - 6TH DIST. STATES A COYOTE ROAMING THE AREA BETWEEN 114TH -115TH OF HOMEWOOD & HERMOSA.",-87.6706204,41.6864243
"Injured Animal","11-03825801","Sep 21, 2011",2011,9,"1800 W 115TH ST, Chicago, Illinois","Sidewalk - coyote - leg injury - baby coyote",-87.6670141,41.6847207
"Injured Animal","11-03907526","Oct 05, 2011",2011,10,"1600 N ASHLAND AVE, Chicago, Illinois","Street - coyote - hit by car  homeless persons put coyote into shopping cart and are pushing him around  cll is calling from the tree house animal shelter",-87.6678724,41.9108465
"Injured Animal","11-04022936","Oct 26, 2011",2011,10,"7100 W PETERSON AVE, Chicago, Illinois","norwood park grammar school - coyote - coyote hopping on 3 legs, left legs is injured - Vacant lot/Parking lot in northwood circle park.",-87.8038118,41.9899779
"Injured Animal","11-04067534","Nov 03, 2011",2011,11,"3200 N NATOMA AVE, Chicago, Illinois","Front yard - COYOTE - LIMPING  HAS BEEN IN YARD UNDER FRONT BUSHES FOR 1 DAY",-87.7920146,41.9382229
"Injured Animal","11-04138780","Nov 17, 2011",2011,11,"3900 N NATCHEZ AVE, Chicago, Illinois","Back yard - coyote - sleeping in backyard - in feal will not respond -sleeping in backyard",-87.7889144,41.9516783
"Injured Animal","11-04143770","Nov 18, 2011",2011,11,"4200 N OAK PARK AVE, Chicago, Illinois","Other - coyote - baby coyote sick u must call security to get to animal",-87.7992391,41.9553872
"Injured Animal","11-04146026","Nov 19, 2011",2011,11,"5400 N MENARD AVE, Chicago, Illinois","Street - coyote with a milk jug stuck to its head - head",-87.7732524,41.9783345
"Injured Animal","11-04147440","Nov 20, 2011",2011,11,"700 W DIVISION ST, Chicago, Illinois","Street - coyote - trapped in a construction zone",-87.6461316,41.9039109
"Injured Animal","11-04168704","Nov 25, 2011",2011,11,"2600 S LOOMIS ST, Chicago, Illinois","coyote - Other - now rear - Other - coyote - neck bleeding brandenburg service co rear yard",-87.6610462,41.8448799
"Injured Animal","11-04238003","Dec 11, 2011",2011,12,"5600 S LAKE SHORE DR, Chicago, Illinois","PROMONTORY POINT - Other - SMALL BROWN AND WHITE DOG OR COYOTEE - UNKNOWN - NS OF THE POINT",-87.5803509,41.7924108
"Injured Animal","12-00067210","Jan 16, 2012",2012,1,"600 E 133RD ST, Chicago, Illinois","Home - cat - was attacked by coyotes last night. in very bad shape",-87.6072279,41.6538585
"Injured Animal","12-00118145","Jan 27, 2012",2012,1,"5400 N EAST RIVER RD, Chicago, Illinois","Street - deer - injured by coyotes, laying on side of road",-87.8465709,41.9724321
"Injured Animal","12-00119781","Jan 27, 2012",2012,1,"2000 W BERWYN AVE, Chicago, Illinois","Front yard - COYOTE - UNKOWN- CALLER STATES AC TRUCK JUST WENT BY THE ALLEY AND DID NOT STOP",-87.6797693,41.9780441
"Injured Animal","12-00170142","Feb 07, 2012",2012,2,"800 S ASHLAND AVE, Chicago, Illinois","Other - coyote - in the park district area, injured",-87.6665914,41.8716309
"Injured Animal","12-00594389","Mar 10, 2012",2012,3,"1600 N CLYBOURN AVE, Chicago, Illinois","Vacant lot/Parking lot - coyote - hit by cars - Halsted & Clybourn & North - go thru hole in fence - keeps crossing street for food - please move to Forest Preserve",-87.6495132,41.9109176
"Injured Animal","12-00814819","Apr 24, 2012",2012,4,"0 W FULLERTON PKWY, Chicago, Illinois","COYOTE HIT BY A CAR - Street",-87.6418135,41.9258031
"Injured Animal","12-00814880","Apr 24, 2012",2012,4,"200 W FULLERTON PKWY, Chicago, Illinois","HIT BY A CAR - COYOTE - Street",-87.634466,41.9256972
"Injured Animal","12-00821471","Apr 26, 2012",2012,4,"2900 S CALUMET AVE, Chicago, Illinois","coyote - brown and black, mediuj - Sidewalk",-87.6187688,41.8420439
"Injured Animal","12-00923009","May 15, 2012",2012,5,"10000 W OHARE ST, Chicago, Illinois","mannheim .. I90 -- nb by ohare exit.. green island of grass .. hurt coyote.. - Other - coyote - hurt -- wobbling .. cannot seem to walk -- staying in that green grass area",-87.8809583,41.9774983
"Injured Animal","12-00931919","May 17, 2012",2012,5,"7100 N OSCEOLA AVE, Chicago, Illinois","Back yard - baby coyote - coyote looks sick in backyard",-87.8125611,42.009891
"Injured Animal","12-00945271","May 19, 2012",2012,5,"8200 S INGLESIDE AVE, Chicago, Illinois","Other - CALLER STATES ABNORMAL HOWLING SIGN IN THE AREA-HAS BEEN THIS WAY FOR SEVERAL HRS-CONSTANT HOWLING - UNKNOWN ANIMAL-EITHER DOG IN DISTRESS OF COYOTE",-87.601735,41.745692
"Injured Animal","12-00949546","May 21, 2012",2012,5,"600 W LAKE ST, Chicago, Illinois","Street - coyote - baby coyte stuck under a black honda",-87.6429448,41.8859031
"Injured Animal","12-00985414","May 27, 2012",2012,5,"1200 S LAKE SHORE DR, Chicago, Illinois","Street - coyote - hit by car, still alive on lake shore drive by mccormick place",-87.6131611,41.8675569
"Injured Animal","12-01250333","Jul 12, 2012",2012,7,"3100 S STATE ST, Chicago, Illinois","Other - coyote - has been sitting there all day..on iit soccer field",-87.6267733,41.8382957
"Injured Animal","12-01466099","Aug 16, 2012",2012,8,"1700 N KINGSBURY ST, Chicago, Illinois","Street - Coyote - sick dying, roaming on street middle of traffic lane-in middle of the north/southbound traffic lane - just sitting down at times",-87.6565302,41.9131385
"Injured Animal","12-01532803","Aug 29, 2012",2012,8,"1400 N CLYBOURN AVE, Chicago, Illinois","PER POLICE BEAT 1812R E-MAIL ONLY INFO GIVEN INJURED COYOTE BLEEDING AND LIMPING MAY HAVE BEEN HIT BY CAR STILL ABLE TO RUN - Street - COYOTE - MAY HAVE BEEN HIT BY CAR BLEEDING AND LIMPING",-87.6439677,41.9066346
"Injured Animal","12-01556318","Sep 03, 2012",2012,9,"1500 N KINGSBURY ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote by the whole foods - Sidewalk - coyote - limping  tags on ear",-87.6522086,41.908272
"Injured Animal","12-01560478","Sep 04, 2012",2012,9,"5100 N AVERS AVE, Chicago, Illinois","Street - 1:03pm - teacher was walking with her students and was frightened by the animal - Street - coyote or wolf - bleeding from the neck",-87.7248229,41.9738918
"Injured Animal","12-01570429","Sep 05, 2012",2012,9,"4300 N GREENVIEW AVE, Chicago, Illinois","Other - coyote - stuck in very small space between two bldgs - N/A",-87.66768,41.9597837
"Injured Animal","12-01583510","Sep 07, 2012",2012,9,"2300 W BYRON ST, Chicago, Illinois","Sidewalk - coyote - limping - N/A - LAST SEEN ON BYRON/ OAKLEY",-87.6863299,41.9523376
"Injured Animal","12-01583521","Sep 07, 2012",2012,9,"2000 W GRACE ST, Chicago, Illinois","Alley - coyote - broken leg",-87.6788483,41.9506366
"Injured Animal","12-01655754","Sep 21, 2012",2012,9,"2200 N CLYBOURN AVE, Chicago, Illinois","COYOTE ON WEBSTER - Street COYOTE IS LIMPING AND RUNNING BACK AND FORTH JUST WEST OF THE MOVIE THEATRE - COYOTE - LEG INJURY LONG BUSHY TAIL, GRAYISH IN COLOR NOT A DOG PER CALLER ON THE CORNER OF DOMINICK AND WEBSTER",-87.6647319,41.9217052
"Injured Animal","12-01926593","Nov 25, 2012",2012,11,"800 W ERIE ST, Chicago, Illinois"," - coyote - legs  not moving - Other in the courtyard",-87.6476828,41.8933738
"Injured Animal","12-01936231","Nov 27, 2012",2012,11,"5700 S UNIVERSITY AVE, Chicago, Illinois","5700-5800 s University-Ellis UIC campus injured/sick coyote laying in fromt of Ryerson Hall - Other - coyote - sick",-87.5980738,41.7914067
"Injured Animal","12-02008458","Dec 17, 2012",2012,12,"6700 W HIGGINS AVE, Chicago, Illinois","Other - COYOTE- ROAMING AREA ESPECIALLY AROUND CEMETARY - BROKEN LEG",-87.7950559,41.9790409
"Injured Animal","12-02016416","Dec 19, 2012",2012,12,"6500 W IRVING PARK RD, Chicago, Illinois","Street - COYOTE - RIGHT LEG BLEEDING",-87.7892341,41.9531374
"Injured Animal","12-02029556","Dec 22, 2012",2012,12,"5500 N EAST RIVER RD, Chicago, Illinois"," (coyote is right inside the entrance at the right hand side) appears to be injured/caller says that the coyote is just standing up and not moving/coyote has been standing up for over an hour - Other - grayish coyote - unknown",-87.8465709,41.9724321
"Injured Animal","12-02034606","Dec 25, 2012",2012,12,"4000 N OAK PARK AVE, Chicago, Illinois","Curb line - coyote - hit by car - running around",-87.7962505,41.9527579
"Injured Animal","12-02034607","Dec 25, 2012",2012,12,"4000 N HARLEM AVE, Chicago, Illinois","Curb line - coyote - hit by car - running up & down Irving",-87.807415,41.9528264
"Injured Animal","12-02042554","Dec 27, 2012",2012,12,"4800 W PETERSON AVE, Chicago, Illinois","Street - COYOTE - HIT BY CAR",-87.7483301,41.9899503
"Injured Animal","12-02042569","Dec 27, 2012",2012,12,"3900 W PETERSON AVE, Chicago, Illinois","Street - coyote - hit by car back half won't move on the coyote",-87.7275294,41.9910317
"Injured Animal","13-00042091","Jan 11, 2013",2013,1,"1300 W ELMDALE AVE, Chicago, Illinois","WILDLIFE ANIMAL(NOT COYOTE) - HARD TO SEE EXACTLY - Alley. THIS ANIMAL IS STUCK IN WIRE FENCE; POSSIBLY STABBED!",-87.6630139,41.991109
"Injured Animal","13-00057573","Jan 15, 2013",2013,1,"4200 N OAK PARK AVE, Chicago, Illinois","coyote - the back left left is injured - Other inside of a marsh area off to the side..",-87.7992391,41.9553872
"Injured Animal","13-00117675","Jan 30, 2013",2013,1,"6800 W FOREST PRESERVE AVE, Chicago, Illinois","Front yard - coyote - broken leg, limping. per cllr, he saw the coyote go into condo area where seniors live and hes concerned",-87.7977256,41.9584938
"Injured Animal","13-00129398","Feb 01, 2013",2013,2,"7000 W ROSCOE ST, Chicago, Illinois","Other - coyote - injured leg - IN SHABBONA PARK NEAR THE BASEBALL FIELD",-87.8015191,41.9419702
"Injured Animal","13-00150913","Feb 07, 2013",2013,2,"4300 N NORMANDY AVE, Chicago, Illinois","Other - small, gray - Vacant lot/Parking lot - small wolf - injured rear leg - small wolf/  coyote",-87.7938879,41.958344
"Injured Animal","13-00157665","Feb 10, 2013",2013,2,"4200 N OAK PARK AVE, Chicago, Illinois","6800W **REPORT OF COYOTE WITH INJURED LEG LIMPING AROUND - Street - COYOTE - INJURED LEG - N",-87.7992391,41.9553872
"Injured Animal","13-00490404","Apr 25, 2013",2013,4,"6300 N SHERIDAN RD, Chicago, Illinois","Other - coyote - dying on lakefront by library - in grass by lake",-87.656068,41.9966719
"Injured Animal","13-00569482","May 13, 2013",2013,5,"6300 N SHERIDAN RD, Chicago, Illinois","Parkway - coyote - coyote laying in grass by the lake by the rocks",-87.656068,41.9966719
"Injured Animal","13-00588815","May 16, 2013",2013,5,"3500 W 73RD ST, Chicago, Illinois","Back yard - fox - coyote - laying there moving heat/but not body",-87.7102379,41.7608214
"Injured Animal","13-00613861","May 21, 2013",2013,5,"1500 S CALIFORNIA BLVD, Chicago, Illinois","Other - COYOTE - INJURED, HIT BY CAR... IN THE MIDDLE OF THE PARK, HEADING TOWARDS SACRAMENTO",-87.6953069,41.847903
"Injured Animal","13-00617312","May 21, 2013",2013,5,"1500 S CALIFORNIA BLVD, Chicago, Illinois","Vacant lot/Parking lot - coyote - bad leg",-87.6953069,41.847903
"Injured Animal","13-00617458","May 21, 2013",2013,5,"4000 W PETERSON AVE, Chicago, Illinois","Other - BABY DEER - BABY DEER FRIGHTENED / HUDDLED IN FRONT OF NATURE TRAIL/ CALLER CONCERN THERE ARE COYOTES IN AREA. SOUTHEAST  CORNER OF PULASKI AND PETERSON , ENTRANCE PULASKI AND SOUTH OF PETERSON BY CUL-DE-SAC JUST NORTH OF BRYN MAWR",-87.7291129,41.9903647
"Injured Animal","13-01120061","Aug 09, 2013",2013,8,"1500 W CULLOM AVE, Chicago, Illinois","Sidewalk - coyote - hind leg injured - (847) 494-1817",-87.66768,41.9597837
"Injured Animal","13-01192987","Aug 21, 2013",2013,8,"9300 S SOUTH CHICAGO AVE, Chicago, Illinois","Other - coyote - coyote; very weak looking - coyote has layed down in traffic lane - Street - very weak looking coyote - just looks very sickly",-87.550852,41.726117
"Injured Animal","13-01606492","Oct 26, 2013",2013,10,"2600 W ADDISON ST, Chicago, Illinois","Street - COYOTE - HIT BY  VEHICLE",-87.693568,41.9470529
"Injured Animal","13-01606563","Oct 26, 2013",2013,10,"2600 W ADDISON ST, Chicago, Illinois","coyote next to entrance to the McDonalds - Sidewalk - coyote - hit by a car",-87.693568,41.9470529
"Injured Animal","13-01614790","Oct 28, 2013",2013,10,"9100 S BURLEY AVE, Chicago, Illinois","Other - coyote - in an unfinish building foundation",-87.5458195,41.7298511
"Injured Animal","13-01627848","Oct 30, 2013",2013,10,"4900 N NEWLAND AVE, Chicago, Illinois","Sidewalk - COYOTE - COYOTE ON THE SIDEWALK AND NOT MOVING..",-87.8004051,41.970251
"Injured Animal","13-01794897","Dec 02, 2013",2013,12,"6600 W RAVEN ST, Chicago, Illinois"," COYOTE - Back yard - LIMPING AROUND",-87.7916998,41.9937066
"Injured Animal","13-01892993","Dec 24, 2013",2013,12,"1000 E 100TH PL, Chicago, Illinois","Back yard - COYOTE - INJURIED LEG",-87.599447,41.7120379
"Nuisance Animals","11-00003008","Jan 01, 2011",2011,1,"3500 S RHODES AVE, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street",-87.6151575,41.8307988
"Nuisance Animals","11-00003314","Jan 01, 2011",2011,1,"400 W 41ST ST, Chicago, Illinois","4 COYOTES - CALLER SAID THAT SHE SAW 4 COYOTES IN THIS FIELD",-87.6374192,41.8199169
"Nuisance Animals","11-00038726","Jan 08, 2011",2011,1,"5700 W SUNNYSIDE AVE, Chicago, Illinois","coyote - Other - there was a coyote siting at this location",-87.7699722,41.9626208
"Nuisance Animals","11-00039582","Jan 09, 2011",2011,1,"100 N FRANKLIN ST, Chicago, Illinois","coyote in area - Other",-87.6354552,41.8835125
"Nuisance Animals","11-00039700","Jan 09, 2011",2011,1,"400 E LOWER WACKER DR, Chicago, Illinois","coyote in area - Other",-87.615866,41.8875727
"Nuisance Animals","11-00040621","Jan 09, 2011",2011,1,"3000 W DOUGLAS DR, Chicago, Illinois","COYOTE SIGHTED IN THE AREA. - Unvaccinated animal",-87.7033845,41.8632015
"Nuisance Animals","11-00047424","Jan 10, 2011",2011,1,"1800 N CLARK ST, Chicago, Illinois","COYOTE - Other - MED. SIZED GRAY COYOTE IN LINCOLN PARK",-87.6342764,41.9149123
"Nuisance Animals","11-00060035","Jan 12, 2011",2011,1,"1400 N CLYBOURN AVE, Chicago, Illinois","2 coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc)",-87.6439677,41.9066346
"Nuisance Animals","11-00060045","Jan 12, 2011",2011,1,"1600 N MOHAWK ST, Chicago, Illinois","2 COYOTES - Other - 2 MED. SIZED COYOTES ROAMING THE AREA",-87.6422299,41.9111335
"Nuisance Animals","11-00074028","Jan 17, 2011",2011,1,"7100 W HOOD AVE, Chicago, Illinois","COYOTE IN AREA - Other",-87.8037283,41.9923065
"Nuisance Animals","11-00075288","Jan 17, 2011",2011,1,"6700 W CORNELIA AVE, Chicago, Illinois","COYOTE - Other - LARGE, BRN., COYOTE IN THE AREA",-87.7934475,41.9436889
"Nuisance Animals","11-00105807","Jan 22, 2011",2011,1,"1000 W NORTH AVE, Chicago, Illinois","ON NORTH AVE BETWEEN SHEFFIELD AND ELSTON IN THE HOME DEPOT PARKING LOT - COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc)",-87.6539132,41.9109673
"Nuisance Animals","11-00106993","Jan 23, 2011",2011,1,"1200 N CLYBOURN AVE, Chicago, Illinois","coyote - Other - coyote spotted by railroad crossing",-87.6403805,41.9038881
"Nuisance Animals","11-00106994","Jan 23, 2011",2011,1,"400 W ELM ST, Chicago, Illinois","coyote - Other - coyote spotted by jenner elementary school - coyote spotted by jenner elementary school",-87.6392377,41.9027061
"Nuisance Animals","11-00107021","Jan 23, 2011",2011,1,"700 W DIVISION ST, Chicago, Illinois","2 coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk",-87.6461316,41.9039109
"Nuisance Animals","11-00107082","Jan 23, 2011",2011,1,"1100 W ALTGELD ST, Chicago, Illinois","on the north side of the street - coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - caller reports a coyote sighting going into abandoned house /caller says that the coyote continue's to hang around and he has a small dog",-87.6561173,41.9271437
"Nuisance Animals","11-00114799","Jan 24, 2011",2011,1,"9700 S HOYNE AVE, Chicago, Illinois","other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street",-87.6749682,41.7172411
"Nuisance Animals","11-00122737","Jan 25, 2011",2011,1,"3500 N NATOMA AVE, Chicago, Illinois","coyotes up and down the street - coming from cemetary on Addison - Other",-87.7925299,41.9438508
"Nuisance Animals","11-00142586","Jan 29, 2011",2011,1,"11800 S AVENUE O , Chicago, Illinois","coyote in area - Other",-87.5401558,41.6808992
"Nuisance Animals","11-00143747","Jan 29, 2011",2011,1,"2200 N NEWLAND AVE, Chicago, Illinois","other/coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2-coyotes roaming rutherford park",-87.7988197,41.9199013
"Nuisance Animals","11-00152927","Feb 01, 2011",2011,2,"2400 W LAWRENCE AVE, Chicago, Illinois","coyote in area - Other",-87.6889733,41.9686074
"Nuisance Animals","11-00152931","Feb 01, 2011",2011,2,"2200 W LAWRENCE AVE, Chicago, Illinois","coyote in area - Other",-87.6842713,41.9689229
"Nuisance Animals","11-00153217","Feb 01, 2011",2011,2,"4800 N BROADWAY , Chicago, Illinois","coyote seen going down broadway - Other",-87.6598914,41.9691446
"Nuisance Animals","11-00194951","Feb 06, 2011",2011,2,"800 N LARRABEE ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk",-87.6432569,41.8969997
"Nuisance Animals","11-00204215","Feb 07, 2011",2011,2,"1500 N CLYBOURN AVE, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - ymca lot",-87.6462027,41.9083122
"Nuisance Animals","11-00204458","Feb 07, 2011",2011,2,"2300 S LEAVITT ST, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - alley",-87.6809768,41.8501508
"Nuisance Animals","11-00215232","Feb 08, 2011",2011,2,"4500 N RAVENSWOOD AVE, Chicago, Illinois","coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - metra tracks",-87.6749917,41.9635111
"Nuisance Animals","11-00227365","Feb 10, 2011",2011,2,"4400 S WENTWORTH AVE, Chicago, Illinois","coyote in area - Other",-87.6314209,41.8144915
"Nuisance Animals","11-00237666","Feb 10, 2011",2011,2,"5900 W ADAMS BLVD, Chicago, Illinois","OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - CO - COYOTE ROAMING THE STREET",-87.7716058,41.8779037
