,,,,,,
,Report Title,,,,,
,,,,,,
Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Injured Animal,11-02623745,"Jun 07, 2011",2011,6,10100 S BISHOP FORD 103RD ST STONY ER,coyote near 111th street on bishop ford - coyote
Injured Animal,11-03127868,"Jun 20, 2011",2011,6,400 E 32ND ST,"Back yard. caller lives in apt. complex: Lake meadows. the closed in  area is considered shared back yard for residents - looked like fox(but the thought is a coyote) - back , right leg was seemingly very hurt: severe limp"
Injured Animal,11-03323035,"Jul 07, 2011",2011,7,2000 W 110TH ST,"Back yard - Coyote - sickly not sure what's wrong with it but is very skinny, right now inside backyard at but goes back and forth from this address front porch to backyard of neighbor"
Injured Animal,11-03323807,"Jul 08, 2011",2011,7,5100 W FOSTER AVE,"COYOT - Street - COYOTE - LYING DOWN IN STREET, BLEEDING - POSSUM (?)"
Injured Animal,11-03365354,"Jul 13, 2011",2011,7,1100 W DIVISION ST,Other - baby coyote - on 4th floor of car dealership
Injured Animal,11-03386806,"Jul 15, 2011",2011,7,2900 S CALUMET AVE,Other - fox or coyote/ small / brownish with white tip tail - limping - NA
Injured Animal,11-03473609,"Jul 27, 2011",2011,7,5500 N MANNHEIM RD," Other - either dog or coyote - appears to be in severe distress - ANIMAL CAN BE FOUND NEAR THE RAMP OF SB MANNHEIM, TO THE EAST BOUND KENNEDY"
Injured Animal,11-03605229,"Aug 16, 2011",2011,8,11500 S LONGWOOD DR,COME UP LONGWOOD AND GO UP THE HILL - BABY COYOTE  SKINNY - WALKING AROUND  THE AREA - MIGHT SEE THE MOTHER AT THE ABOVE INFO GIVEN
Injured Animal,11-03651684,"Aug 23, 2011",2011,8,2100 W 117TH ST,"Other - coyote or a wild fox - coyote is very,very thin/caller is concerned that it is not eating and could attack a person or child/animal is gray and white with spots"
Injured Animal,11-03698788,"Aug 31, 2011",2011,8,11100 S HOYNE AVE,Sidewalk - baby coyote - hit by car in front of library
Injured Animal,11-03802520,"Sep 17, 2011",2011,9,11600 S VINCENNES AVE,Front yard - COYOTE PUP - LOOKS SICK AND INJURED
Injured Animal,11-03811204,"Sep 19, 2011",2011,9,10800 S CALIFORNIA AVE,"Other - coyote - broken back leg - laying in cemetary -- been roaming in cemetary for 1 month - coyote loosing weight , very skinny -- laying against fence of cemetary on 108th st"
Injured Animal,11-03818781,"Sep 20, 2011",2011,9,11400 S HOMEWOOD AVE,Street - COYOTE - 6TH DIST. STATES A COYOTE ROAMING THE AREA BETWEEN 114TH -115TH OF HOMEWOOD & HERMOSA.
Injured Animal,11-03825801,"Sep 21, 2011",2011,9,1800 W 115TH ST,Sidewalk - coyote - leg injury - baby coyote
Injured Animal,11-03907526,"Oct 05, 2011",2011,10,1600 N ASHLAND AVE,Street - coyote - hit by car  homeless persons put coyote into shopping cart and are pushing him around  cll is calling from the tree house animal shelter
Injured Animal,11-04022936,"Oct 26, 2011",2011,10,7100 W PETERSON AVE,"norwood park grammar school - coyote - coyote hopping on 3 legs, left legs is injured - Vacant lot/Parking lot in northwood circle park."
Injured Animal,11-04067534,"Nov 03, 2011",2011,11,3200 N NATOMA AVE,Front yard - COYOTE - LIMPING  HAS BEEN IN YARD UNDER FRONT BUSHES FOR 1 DAY
Injured Animal,11-04138780,"Nov 17, 2011",2011,11,3900 N NATCHEZ AVE,Back yard - coyote - sleeping in backyard - in feal will not respond -sleeping in backyard
Injured Animal,11-04143770,"Nov 18, 2011",2011,11,4200 N OAK PARK AVE,Other - coyote - baby coyote sick u must call security to get to animal
Injured Animal,11-04146026,"Nov 19, 2011",2011,11,5400 N MENARD AVE,Street - coyote with a milk jug stuck to its head - head
Injured Animal,11-04147440,"Nov 20, 2011",2011,11,700 W DIVISION ST,Street - coyote - trapped in a construction zone
Injured Animal,11-04168704,"Nov 25, 2011",2011,11,2600 S LOOMIS ST,coyote - Other - now rear - Other - coyote - neck bleeding brandenburg service co rear yard
Injured Animal,11-04238003,"Dec 11, 2011",2011,12,5600 S LAKE SHORE DR,PROMONTORY POINT - Other - SMALL BROWN AND WHITE DOG OR COYOTEE - UNKNOWN - NS OF THE POINT
Injured Animal,12-00067210,"Jan 16, 2012",2012,1,600 E 133RD ST,Home - cat - was attacked by coyotes last night. in very bad shape
Injured Animal,12-00118145,"Jan 27, 2012",2012,1,5400 N EAST RIVER RD,"Street - deer - injured by coyotes, laying on side of road"
Injured Animal,12-00119781,"Jan 27, 2012",2012,1,2000 W BERWYN AVE,Front yard - COYOTE - UNKOWN- CALLER STATES AC TRUCK JUST WENT BY THE ALLEY AND DID NOT STOP
Injured Animal,12-00170142,"Feb 07, 2012",2012,2,800 S ASHLAND AVE,"Other - coyote - in the park district area, injured"
Injured Animal,12-00594389,"Mar 10, 2012",2012,3,1600 N CLYBOURN AVE,Vacant lot/Parking lot - coyote - hit by cars - Halsted & Clybourn & North - go thru hole in fence - keeps crossing street for food - please move to Forest Preserve
Injured Animal,12-00814819,"Apr 24, 2012",2012,4,0 W FULLERTON PKWY,COYOTE HIT BY A CAR - Street
Injured Animal,12-00814880,"Apr 24, 2012",2012,4,200 W FULLERTON PKWY,HIT BY A CAR - COYOTE - Street
Injured Animal,12-00821471,"Apr 26, 2012",2012,4,2900 S CALUMET AVE,"coyote - brown and black, mediuj - Sidewalk"
Injured Animal,12-00923009,"May 15, 2012",2012,5,10000 W OHARE ST,mannheim .. I90 -- nb by ohare exit.. green island of grass .. hurt coyote.. - Other - coyote - hurt -- wobbling .. cannot seem to walk -- staying in that green grass area
Injured Animal,12-00931919,"May 17, 2012",2012,5,7100 N OSCEOLA AVE,Back yard - baby coyote - coyote looks sick in backyard
Injured Animal,12-00945271,"May 19, 2012",2012,5,8200 S INGLESIDE AVE,Other - CALLER STATES ABNORMAL HOWLING SIGN IN THE AREA-HAS BEEN THIS WAY FOR SEVERAL HRS-CONSTANT HOWLING - UNKNOWN ANIMAL-EITHER DOG IN DISTRESS OF COYOTE
Injured Animal,12-00949546,"May 21, 2012",2012,5,600 W LAKE ST,Street - coyote - baby coyte stuck under a black honda
Injured Animal,12-00985414,"May 27, 2012",2012,5,1200 S LAKE SHORE DR,"Street - coyote - hit by car, still alive on lake shore drive by mccormick place"
Injured Animal,12-01250333,"Jul 12, 2012",2012,7,3100 S STATE ST,Other - coyote - has been sitting there all day..on iit soccer field
Injured Animal,12-01423820,"Aug 08, 2012",2012,8,6300 S ASHLAND AVE,coyote - limping - Street - coyote or a dog
Injured Animal,12-01466099,"Aug 16, 2012",2012,8,1700 N KINGSBURY ST,"Street - Coyote - sick dying, roaming on street middle of traffic lane-in middle of the north/southbound traffic lane - just sitting down at times"
Injured Animal,12-01532803,"Aug 29, 2012",2012,8,1400 N CLYBOURN AVE,PER POLICE BEAT 1812R E-MAIL ONLY INFO GIVEN INJURED COYOTE BLEEDING AND LIMPING MAY HAVE BEEN HIT BY CAR STILL ABLE TO RUN - Street - COYOTE - MAY HAVE BEEN HIT BY CAR BLEEDING AND LIMPING
Injured Animal,12-01556318,"Sep 03, 2012",2012,9,1500 N KINGSBURY ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote by the whole foods - Sidewalk - coyote - limping  tags on ear"
Injured Animal,12-01560478,"Sep 04, 2012",2012,9,5100 N AVERS AVE,Street - 1:03pm - teacher was walking with her students and was frightened by the animal - Street - coyote or wolf - bleeding from the neck
Injured Animal,12-01570429,"Sep 05, 2012",2012,9,4300 N GREENVIEW AVE,Other - coyote - stuck in very small space between two bldgs - N/A
Injured Animal,12-01583510,"Sep 07, 2012",2012,9,2300 W BYRON ST,Sidewalk - coyote - limping - N/A - LAST SEEN ON BYRON/ OAKLEY
Injured Animal,12-01583521,"Sep 07, 2012",2012,9,2000 W GRACE ST,Alley - coyote - broken leg
Injured Animal,12-01655754,"Sep 21, 2012",2012,9,2200 N CLYBOURN AVE,"COYOTE ON WEBSTER - Street COYOTE IS LIMPING AND RUNNING BACK AND FORTH JUST WEST OF THE MOVIE THEATRE - COYOTE - LEG INJURY LONG BUSHY TAIL, GRAYISH IN COLOR NOT A DOG PER CALLER ON THE CORNER OF DOMINICK AND WEBSTER"
Injured Animal,12-01926593,"Nov 25, 2012",2012,11,800 W ERIE ST, - coyote - legs  not moving - Other in the courtyard
Injured Animal,12-01936231,"Nov 27, 2012",2012,11,5700 S UNIVERSITY AVE,5700-5800 s University-Ellis UIC campus injured/sick coyote laying in fromt of Ryerson Hall - Other - coyote - sick
Injured Animal,12-02008458,"Dec 17, 2012",2012,12,6700 W HIGGINS AVE,Other - COYOTE- ROAMING AREA ESPECIALLY AROUND CEMETARY - BROKEN LEG
Injured Animal,12-02016416,"Dec 19, 2012",2012,12,6500 W IRVING PARK RD,Street - COYOTE - RIGHT LEG BLEEDING
Injured Animal,12-02029556,"Dec 22, 2012",2012,12,5500 N EAST RIVER RD, (coyote is right inside the entrance at the right hand side) appears to be injured/caller says that the coyote is just standing up and not moving/coyote has been standing up for over an hour - Other - grayish coyote - unknown
Injured Animal,12-02034606,"Dec 25, 2012",2012,12,4000 N OAK PARK AVE,Curb line - coyote - hit by car - running around
Injured Animal,12-02034607,"Dec 25, 2012",2012,12,4000 N HARLEM AVE,Curb line - coyote - hit by car - running up & down Irving
Injured Animal,12-02042554,"Dec 27, 2012",2012,12,4800 W PETERSON AVE,Street - COYOTE - HIT BY CAR
Injured Animal,12-02042569,"Dec 27, 2012",2012,12,3900 W PETERSON AVE,Street - coyote - hit by car back half won't move on the coyote
Injured Animal,13-00042091,"Jan 11, 2013",2013,1,1300 W ELMDALE AVE,WILDLIFE ANIMAL(NOT COYOTE) - HARD TO SEE EXACTLY - Alley. THIS ANIMAL IS STUCK IN WIRE FENCE; POSSIBLY STABBED!
Injured Animal,13-00057573,"Jan 15, 2013",2013,1,4200 N OAK PARK AVE,coyote - the back left left is injured - Other inside of a marsh area off to the side..
Injured Animal,13-00117675,"Jan 30, 2013",2013,1,6800 W FOREST PRESERVE AVE,"Front yard - coyote - broken leg, limping. per cllr, he saw the coyote go into condo area where seniors live and hes concerned"
Injured Animal,13-00129398,"Feb 01, 2013",2013,2,7000 W ROSCOE ST,Other - coyote - injured leg - IN SHABBONA PARK NEAR THE BASEBALL FIELD
Injured Animal,13-00150913,"Feb 07, 2013",2013,2,4300 N NORMANDY AVE,"Other - small, gray - Vacant lot/Parking lot - small wolf - injured rear leg - small wolf/  coyote"
Injured Animal,13-00157665,"Feb 10, 2013",2013,2,4200 N OAK PARK AVE,6800W **REPORT OF COYOTE WITH INJURED LEG LIMPING AROUND - Street - COYOTE - INJURED LEG - N
Injured Animal,13-00388290,"Apr 06, 2013",2013,4,4300 S MORGAN ST,Vacant lot/Parking lot -  - unknown - dog or a  coyote
Injured Animal,13-00490404,"Apr 25, 2013",2013,4,6300 N SHERIDAN RD,Other - coyote - dying on lakefront by library - in grass by lake
Injured Animal,13-00569482,"May 13, 2013",2013,5,6300 N SHERIDAN RD,Parkway - coyote - coyote laying in grass by the lake by the rocks
Injured Animal,13-00588815,"May 16, 2013",2013,5,3500 W 73RD ST,Back yard - fox - coyote - laying there moving heat/but not body
Injured Animal,13-00613861,"May 21, 2013",2013,5,1500 S CALIFORNIA BLVD,"Other - COYOTE - INJURED, HIT BY CAR... IN THE MIDDLE OF THE PARK, HEADING TOWARDS SACRAMENTO"
Injured Animal,13-00617312,"May 21, 2013",2013,5,1500 S CALIFORNIA BLVD,Vacant lot/Parking lot - coyote - bad leg
Injured Animal,13-00617458,"May 21, 2013",2013,5,4000 W PETERSON AVE,"Other - BABY DEER - BABY DEER FRIGHTENED / HUDDLED IN FRONT OF NATURE TRAIL/ CALLER CONCERN THERE ARE COYOTES IN AREA. SOUTHEAST  CORNER OF PULASKI AND PETERSON , ENTRANCE PULASKI AND SOUTH OF PETERSON BY CUL-DE-SAC JUST NORTH OF BRYN MAWR"
Injured Animal,13-01120061,"Aug 09, 2013",2013,8,1500 W CULLOM AVE,Sidewalk - coyote - hind leg injured - (847) 494-1817
Injured Animal,13-01192987,"Aug 21, 2013",2013,8,9300 S SOUTH CHICAGO AVE,Other - coyote - coyote; very weak looking - coyote has layed down in traffic lane - Street - very weak looking coyote - just looks very sickly
Injured Animal,13-01606492,"Oct 26, 2013",2013,10,2600 W ADDISON ST,Street - COYOTE - HIT BY  VEHICLE
Injured Animal,13-01606563,"Oct 26, 2013",2013,10,2600 W ADDISON ST,coyote next to entrance to the McDonalds - Sidewalk - coyote - hit by a car
Injured Animal,13-01614790,"Oct 28, 2013",2013,10,9100 S BURLEY AVE,Other - coyote - in an unfinish building foundation
Injured Animal,13-01627848,"Oct 30, 2013",2013,10,4900 N NEWLAND AVE,Sidewalk - COYOTE - COYOTE ON THE SIDEWALK AND NOT MOVING..
Injured Animal,13-01794897,"Dec 02, 2013",2013,12,6600 W RAVEN ST, COYOTE - Back yard - LIMPING AROUND
Injured Animal,13-01892993,"Dec 24, 2013",2013,12,1000 E 100TH PL,Back yard - COYOTE - INJURIED LEG
Nuisance Animals,11-00003008,"Jan 01, 2011",2011,1,3500 S RHODES AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,11-00003314,"Jan 01, 2011",2011,1,400 W 41ST ST,4 COYOTES - CALLER SAID THAT SHE SAW 4 COYOTES IN THIS FIELD
Nuisance Animals,11-00038726,"Jan 08, 2011",2011,1,5700 W SUNNYSIDE AVE,coyote - Other - there was a coyote siting at this location
Nuisance Animals,11-00039582,"Jan 09, 2011",2011,1,100 N FRANKLIN ST,coyote in area - Other
Nuisance Animals,11-00039700,"Jan 09, 2011",2011,1,400 E LOWER WACKER DR,coyote in area - Other
Nuisance Animals,11-00040621,"Jan 09, 2011",2011,1,3000 W DOUGLAS DR,COYOTE SIGHTED IN THE AREA. - Unvaccinated animal
Nuisance Animals,11-00047424,"Jan 10, 2011",2011,1,1800 N CLARK ST,COYOTE - Other - MED. SIZED GRAY COYOTE IN LINCOLN PARK
Nuisance Animals,11-00060035,"Jan 12, 2011",2011,1,1400 N CLYBOURN AVE,"2 coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,11-00060045,"Jan 12, 2011",2011,1,1600 N MOHAWK ST,2 COYOTES - Other - 2 MED. SIZED COYOTES ROAMING THE AREA
Nuisance Animals,11-00074028,"Jan 17, 2011",2011,1,7100 W HOOD AVE,COYOTE IN AREA - Other
Nuisance Animals,11-00075288,"Jan 17, 2011",2011,1,6700 W CORNELIA AVE,"COYOTE - Other - LARGE, BRN., COYOTE IN THE AREA"
Nuisance Animals,11-00105807,"Jan 22, 2011",2011,1,1000 W NORTH AVE,"ON NORTH AVE BETWEEN SHEFFIELD AND ELSTON IN THE HOME DEPOT PARKING LOT - COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,11-00106993,"Jan 23, 2011",2011,1,1200 N CLYBOURN AVE,coyote - Other - coyote spotted by railroad crossing
Nuisance Animals,11-00106994,"Jan 23, 2011",2011,1,400 W ELM ST,coyote - Other - coyote spotted by jenner elementary school - coyote spotted by jenner elementary school
Nuisance Animals,11-00107021,"Jan 23, 2011",2011,1,700 W DIVISION ST,"2 coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk"
Nuisance Animals,11-00107082,"Jan 23, 2011",2011,1,1100 W ALTGELD ST,"on the north side of the street - coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - caller reports a coyote sighting going into abandoned house /caller says that the coyote continue's to hang around and he has a small dog"
Nuisance Animals,11-00114799,"Jan 24, 2011",2011,1,9700 S HOYNE AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,11-00122737,"Jan 25, 2011",2011,1,3500 N NATOMA AVE,coyotes up and down the street - coming from cemetary on Addison - Other
Nuisance Animals,11-00142586,"Jan 29, 2011",2011,1,11800 S AVENUE O ,coyote in area - Other
Nuisance Animals,11-00143747,"Jan 29, 2011",2011,1,2200 N NEWLAND AVE,"other/coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2-coyotes roaming rutherford park"
Nuisance Animals,11-00152927,"Feb 01, 2011",2011,2,2400 W LAWRENCE AVE,coyote in area - Other
Nuisance Animals,11-00152931,"Feb 01, 2011",2011,2,2200 W LAWRENCE AVE,coyote in area - Other
Nuisance Animals,11-00153217,"Feb 01, 2011",2011,2,4800 N BROADWAY ,coyote seen going down broadway - Other
Nuisance Animals,11-00194951,"Feb 06, 2011",2011,2,800 N LARRABEE ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk"
Nuisance Animals,11-00204215,"Feb 07, 2011",2011,2,1500 N CLYBOURN AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - ymca lot"
Nuisance Animals,11-00204458,"Feb 07, 2011",2011,2,2300 S LEAVITT ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - alley"
Nuisance Animals,11-00215232,"Feb 08, 2011",2011,2,4500 N RAVENSWOOD AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - metra tracks"
Nuisance Animals,11-00227365,"Feb 10, 2011",2011,2,4400 S WENTWORTH AVE,coyote in area - Other
Nuisance Animals,11-00237666,"Feb 10, 2011",2011,2,5900 W ADAMS BLVD,"OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - CO - COYOTE ROAMING THE STREET"
Nuisance Animals,11-00245214,"Feb 13, 2011",2011,2,0 N LOTUS AVE,RAN INTO LEAMINGTON GROCERY STORE PARKING LOT - COYOTE - Other - COYOTE SIGHTING IN LEAMINGTON GROCERY STORE PARKING LOT
Nuisance Animals,11-00267922,"Feb 15, 2011",2011,2,1800 N BISSELL ST,COYOTE SIGHTED IN THE AREA. - Unvaccinated animal
Nuisance Animals,11-00285416,"Feb 18, 2011",2011,2,500 W WEBSTER AVE,coyote in area - Other
Nuisance Animals,11-00291057,"Feb 18, 2011",2011,2,1000 W ARMITAGE AVE,COYOTE - Other  - MED. BRN. COYOTE RUNNING IN NEIGHBORHOOD
Nuisance Animals,11-00291340,"Feb 18, 2011",2011,2,1800 N MAUD AVE,"OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE ALLEYS"
Nuisance Animals,11-00293967,"Feb 20, 2011",2011,2,700 W DIVISION ST,2 coyotes in area - Other
Nuisance Animals,11-00309491,"Feb 23, 2011",2011,2,3800 N HERMITAGE AVE,coyote in area - Other
Nuisance Animals,11-00310857,"Feb 23, 2011",2011,2,1600 W GRACE ST,coyote in area - Other
Nuisance Animals,11-00312890,"Feb 23, 2011",2011,2,3200 N GREENVIEW AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE GOING DOWN BELMONT & GREENVIEW -WAVELAND"
Nuisance Animals,11-00313035,"Feb 23, 2011",2011,2,1500 W ADDISON ST,coyote - Other - coyote on bosworth between addison and grace
Nuisance Animals,11-00313858,"Feb 23, 2011",2011,2,3900 N JANSSEN AVE,"caller reports that he has seen a large grayish tan color - coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - caller reports that he has seen this coyote twice in about three hours/caller is very concerned because he has a small dog"
Nuisance Animals,11-00327789,"Feb 25, 2011",2011,2,1600 N KINGSBURY ST,COYOTE - Unvaccinated animal - COYOTE SIGHTED IN THE AREA NEAR THE BRIDGE.
Nuisance Animals,11-00331352,"Feb 28, 2011",2011,2,2100 W BERWYN AVE,coyote in area - Other
Nuisance Animals,11-00331598,"Feb 28, 2011",2011,2,5100 N LEAVITT ST,coyote - Other
Nuisance Animals,11-00355690,"Mar 03, 2011",2011,3,4700 S CICERO AVE,coyote in area - Other
Nuisance Animals,11-00360958,"Mar 03, 2011",2011,3,1600 W BYRON ST,COYOTE SIGHTING IN THE AREA. - Unvaccinated animal
Nuisance Animals,11-00361636,"Mar 03, 2011",2011,3,1600 W WAVELAND AVE,MARSHFIELD & WAVELAND - COYOTE - Other - COYOTE AT MARSHFIELD & WAVELAND
Nuisance Animals,11-00361661,"Mar 03, 2011",2011,3,1700 W BYRON ST,"coyote in the area for the past week - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk"
Nuisance Animals,11-00361768,"Mar 03, 2011",2011,3,3700 N PAULINA ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - circling the neighborhood."
Nuisance Animals,11-00361799,"Mar 03, 2011",2011,3,1700 W GRACE ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,11-00361930,"Mar 03, 2011",2011,3,1700 W BYRON ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - sidewalk"
Nuisance Animals,11-00361945,"Mar 03, 2011",2011,3,3800 N HERMITAGE AVE,COYOTE - Other - COYOTE ROAMING AROUND
Nuisance Animals,11-00361981,"Mar 03, 2011",2011,3,1700 W BYRON ST,SEVERAL COYOTE'S SIGHTED IN THE AREA.
Nuisance Animals,11-00362097,"Mar 03, 2011",2011,3,1600 W BYRON ST, - COYOTE'S SIGHTED IN THE AREA. - Unvaccinated animal
Nuisance Animals,11-00365040,"Mar 04, 2011",2011,3,1000 N KINGSBURY ST,a gray coyote - Other - in the area the caller seen a gray coyote
Nuisance Animals,11-00369221,"Mar 04, 2011",2011,3,2800 S MICHIGAN AVE,CALLER STATES COYOTE SIGHTED IN THE AREA OF THE SOUTH COMMONS CONDO'S. - Unvaccinated animal
Nuisance Animals,11-00370864,"Mar 05, 2011",2011,3,3100 S INDIANA AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming between indiana and michigan on 31st"
Nuisance Animals,11-00371170,"Mar 05, 2011",2011,3,3600 N OB KENNEDY EXPY,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - per caller coyote on the kennedy expressway by the addison exit on the grass"
Nuisance Animals,11-00373005,"Mar 06, 2011",2011,3,4100 S DREXEL BLVD,entrance on Bower st - coyote - Other - roaming around a parking lot      by garbage shoots
Nuisance Animals,11-00373149,"Mar 06, 2011",2011,3,1200 S CLARK ST,ON ROOSEVELT  WEST OF CLARK  BY MARSHY AREA BY THE TRAINS   COYOTE - Other - COYOTE  MIGHT GET HIT BY CAR
